ACCIDENT_DATE,TOTAL_ACCIDENTS,Rainfall
2016-06-28,1,0.2
2016-06-29,0,0.0
2016-06-30,3,0.0
2016-07-01,2,0.4
2016-07-02,2,0.0
2016-07-03,0,0.2
2016-07-04,3,5.6
2016-07-05,1,11.0
2016-07-06,5,0.0
2016-07-07,2,0.6
2016-07-08,11,0.0
2016-07-09,2,0.0
2016-07-10,1,0.0
2016-07-11,2,0.0
2016-07-12,1,0.8
2016-07-13,2,0.2
2016-07-14,4,0.0
2016-07-15,1,0.0
2016-07-16,2,0.0
2016-07-17,0,0.0
2016-07-18,1,0.6
2016-07-19,2,1.2
2016-07-20,5,1.6
2016-07-21,4,20.6
2016-07-22,2,2.0
2016-07-23,0,13.4
2016-07-24,4,0.0
2016-07-25,1,0.4
2016-07-26,1,0.0
2016-07-27,0,1.2
2016-07-28,1,0.6
2016-07-29,1,0.0
2016-07-30,3,5.8
2016-07-31,1,0.6
2016-08-01,2,12.6
2016-08-02,6,1.6
2016-08-03,1,0.0
2016-08-04,1,9.2
2016-08-05,0,2.0
2016-08-06,0,2.8
2016-08-07,1,0.0
2016-08-08,2,0.0
2016-08-09,2,0.0
2016-08-10,0,0.0
2016-08-11,1,0.8
2016-08-12,2,1.4
2016-08-13,2,0.0
2016-08-14,4,4.2
2016-08-15,3,0.0
2016-08-16,1,9.8
2016-08-17,2,1.0
2016-08-18,2,2.6
2016-08-19,1,0.0
2016-08-20,1,16.4
2016-08-21,2,8.8
2016-08-22,3,0.4
2016-08-23,1,0.2
2016-08-24,2,0.0
2016-08-25,4,0.0
2016-08-26,3,0.0
2016-08-27,1,1.8
2016-08-28,1,0.4
2016-08-29,2,0.0
2016-08-30,2,0.0
2016-08-31,2,0.0
2016-09-01,5,0.0
2016-09-02,3,2.0
2016-09-03,1,0.0
2016-09-04,1,0.0
2016-09-05,3,0.0
2016-09-06,1,0.0
2016-09-07,2,5.4
2016-09-08,4,0.8
2016-09-09,4,0.0
2016-09-10,1,0.4
2016-09-11,2,0.2
2016-09-12,2,0.0
2016-09-13,0,0.0
2016-09-14,2,0.0
2016-09-15,5,0.0
2016-09-16,1,2.4
2016-09-17,0,2.2
2016-09-18,2,6.6
2016-09-19,3,0.2
2016-09-20,2,0.0
2016-09-21,4,0.0
2016-09-22,0,0.0
2016-09-23,1,0.0
2016-09-24,3,0.0
2016-09-25,0,3.0
2016-09-26,6,0.2
2016-09-27,1,0.0
2016-09-28,3,0.0
2016-09-29,1,0.2
2016-09-30,0,0.0
2016-10-01,0,1.6
2016-10-02,4,1.0
2016-10-03,4,0.0
2016-10-04,0,20.4
2016-10-05,1,0.0
2016-10-06,1,0.0
2016-10-07,1,0.4
2016-10-08,2,0.4
2016-10-09,1,0.0
2016-10-10,4,0.0
2016-10-11,2,0.0
2016-10-12,5,0.0
2016-10-13,3,0.0
2016-10-14,3,0.0
2016-10-15,1,0.0
2016-10-16,1,1.4
2016-10-17,4,0.0
2016-10-18,1,0.0
2016-10-19,5,0.0
2016-10-20,4,22.6
2016-10-21,2,0.6
2016-10-22,0,0.0
2016-10-23,1,0.0
2016-10-24,1,0.0
2016-10-25,3,0.0
2016-10-26,3,0.0
2016-10-27,1,0.0
2016-10-28,1,0.0
2016-10-29,3,3.0
2016-10-30,0,0.0
2016-10-31,0,0.0
2016-11-01,0,0.0
2016-11-02,1,0.0
2016-11-03,2,32.4
2016-11-04,3,0.0
2016-11-05,0,0.0
2016-11-06,1,0.0
2016-11-07,2,0.0
2016-11-08,4,2.0
2016-11-09,3,0.0
2016-11-10,1,0.0
2016-11-11,2,0.0
2016-11-12,0,0.0
2016-11-13,2,3.6
2016-11-14,0,0.2
2016-11-15,0,0.0
2016-11-16,4,1.4
2016-11-17,5,0.0
2016-11-18,4,0.0
2016-11-19,3,0.0
2016-11-20,6,0.0
2016-11-21,3,0.0
2016-11-22,2,0.0
2016-11-23,5,0.0
2016-11-24,3,0.0
2016-11-25,1,0.0
2016-11-26,3,0.0
2016-11-27,1,1.8
2016-11-28,2,0.0
2016-11-29,6,0.0
2016-11-30,2,0.0
2016-12-01,1,0.0
2016-12-02,2,9.2
2016-12-03,2,0.0
2016-12-04,3,0.0
2016-12-05,0,0.0
2016-12-06,2,0.0
2016-12-07,2,4.2
2016-12-08,0,0.2
2016-12-09,0,3.4
2016-12-10,2,2.8
2016-12-11,2,0.0
2016-12-12,3,0.4
2016-12-13,4,0.0
2016-12-14,1,0.0
2016-12-15,2,0.0
2016-12-16,2,0.0
2016-12-17,1,0.0
2016-12-18,0,0.0
2016-12-19,0,25.4
2016-12-20,1,0.0
2016-12-21,1,0.0
2016-12-22,3,0.0
2016-12-23,1,0.0
2016-12-24,1,0.0
2016-12-25,1,0.0
2016-12-26,2,0.0
2016-12-27,1,0.0
2016-12-28,1,21.6
2016-12-29,1,20.0
2016-12-30,0,15.4
2016-12-31,3,0.4
2017-01-01,0,0.2
2017-01-02,0,0.0
2017-01-03,0,0.0
2017-01-04,0,2.4
2017-01-05,1,0.0
2017-01-06,2,0.0
2017-01-07,3,0.2
2017-01-08,1,1.8
2017-01-09,7,1.6
2017-01-10,2,0.0
2017-01-11,1,0.0
2017-01-12,1,0.0
2017-01-13,0,0.2
2017-01-14,0,0.0
2017-01-15,3,0.0
2017-01-16,2,0.0
2017-01-17,3,0.0
2017-01-18,0,0.0
2017-01-19,4,0.0
2017-01-20,3,0.0
2017-01-21,1,0.0
2017-01-22,1,1.4
2017-01-23,0,0.4
2017-01-24,4,0.0
2017-01-25,1,0.0
2017-01-26,1,0.0
2017-01-27,0,6.4
2017-01-28,1,0.0
2017-01-29,2,1.8
2017-01-30,2,0.0
2017-01-31,0,0.2
2017-02-01,0,0.0
2017-02-02,1,0.0
2017-02-03,1,0.0
2017-02-04,0,0.0
2017-02-05,1,0.0
2017-02-06,0,0.0
2017-02-07,2,0.0
2017-02-08,6,0.0
2017-02-09,3,0.0
2017-02-10,4,0.2
2017-02-11,2,0.0
2017-02-12,2,1.4
2017-02-13,1,0.0
